"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLiquefiedNaturalGasLng_10";"ExportsOfGaseousNaturalGasTotal_11";"ExportsToNorway_12";"ExportsToGermany_13";"ExportsToBelgium_14";"ExportsToUnitedKingdom_15";"ExportsToDenmark_16";"ExportsOfLiquefiedNaturalGasLng_17";"Bunkers_18";"StockChange_19";"TotalConsumption_20";"TotalViaTheMainGrid_21";"ElectricityPowerPlants_22";"OtherConsumers_23";"ViaRegionalGrids_24";"ConsumptionByProductionAndTransport_25";"ClosingStock_26";"ClosingStockGaseousGas_27";"ClosingStockLiquefiedNaturalGas_28";"Flaring_29";"StorageCapacityTotal_30";"StorageCapacityGaseousGas_31";"StorageCapacityLiquefiedNaturalGas_32"
"124";"1987KW01";"   17050";"   30112";"       .";"     299";"";"";"";"";"";"";"   13361";"";"";"";"";"";"";"       .";"       0";"   17050";"    5896";"    2777";"    3119";"   11060";"      94";"       .";"";"";"      24";"";"";""
"125";"1987MM04";"    3062";"    4982";"       .";"     211";"";"";"";"";"";"";"    2131";"";"";"";"";"";"";"       .";"       0";"    3062";"    1578";"     728";"     850";"    1460";"      24";"       .";"";"";"       7";"";"";""
"126";"1987MM05";"    3037";"    4570";"       .";"     208";"";"";"";"";"";"";"    1746";"";"";"";"";"";"";"       .";"       5";"    3037";"    1660";"     737";"     923";"    1349";"      28";"       .";"";"";"       7";"";"";""
"127";"1987MM06";"    2538";"    3548";"       .";"     178";"";"";"";"";"";"";"    1181";"";"";"";"";"";"";"       .";"      -7";"    2538";"    1650";"     769";"     881";"     867";"      21";"       .";"";"";"       7";"";"";""
"128";"1987KW02";"    8637";"   13100";"       .";"     597";"";"";"";"";"";"";"    5058";"";"";"";"";"";"";"       .";"      -2";"    8637";"    4888";"    2234";"    2654";"    3676";"      73";"       .";"";"";"      21";"";"";""
"129";"1987MM07";"    2152";"    3007";"       .";"     264";"";"";"";"";"";"";"    1117";"";"";"";"";"";"";"       .";"      -2";"    2152";"    1590";"     747";"     843";"     544";"      18";"       .";"";"";"       8";"";"";""
"130";"1987MM08";"    2066";"    2959";"       .";"      86";"";"";"";"";"";"";"     976";"";"";"";"";"";"";"       .";"      -3";"    2066";"    1447";"     626";"     821";"     596";"      23";"       .";"";"";"      10";"";"";""
"131";"1987MM09";"    2380";"    3449";"       .";"     229";"";"";"";"";"";"";"    1306";"";"";"";"";"";"";"       .";"       8";"    2380";"    1595";"     729";"     866";"     761";"      24";"       .";"";"";"       8";"";"";""
"132";"1987KW03";"    6598";"    9415";"       .";"     579";"";"";"";"";"";"";"    3399";"";"";"";"";"";"";"       .";"       3";"    6598";"    4632";"    2102";"    2530";"    1901";"      65";"       .";"";"";"      26";"";"";""
"133";"1987MM10";"    3322";"    5310";"       .";"     214";"";"";"";"";"";"";"    2187";"";"";"";"";"";"";"       .";"     -15";"    3322";"    1845";"     842";"    1003";"    1446";"      31";"       .";"";"";"       8";"";"";""
"134";"1987MM11";"    4087";"    7794";"       .";"     207";"";"";"";"";"";"";"    3915";"";"";"";"";"";"";"       .";"       1";"    4087";"    1864";"     792";"    1072";"    2186";"      37";"       .";"";"";"       7";"";"";""
"135";"1987MM12";"    4675";"    8422";"       .";"     234";"";"";"";"";"";"";"    3979";"";"";"";"";"";"";"       .";"      -2";"    4675";"    1692";"     640";"    1052";"    2948";"      35";"       .";"";"";"       8";"";"";""
"136";"1987KW04";"   12084";"   21526";"       .";"     655";"";"";"";"";"";"";"   10081";"";"";"";"";"";"";"       .";"     -16";"   12084";"    5401";"    2274";"    3127";"    6580";"     103";"       .";"";"";"      23";"";"";""
"137";"1987JJ00";"   44368";"   74153";"       .";"    2130";"";"";"";"";"";"";"   31899";"";"";"";"";"";"";"       .";"     -16";"   44368";"   20817";"    9387";"   11430";"   23216";"     335";"       .";"";"";"      94";"";"";""
"138";"1988MM01";"    4530";"    7480";"       .";"     266";"";"";"";"";"";"";"    3221";"";"";"";"";"";"";"       .";"       5";"    4530";"    1693";"     710";"     983";"    2802";"      35";"       .";"";"";"       8";"";"";""
"139";"1988MM02";"    4660";"    7908";"       .";"     221";"";"";"";"";"";"";"    3471";"";"";"";"";"";"";"       .";"       2";"    4660";"    1698";"     761";"     937";"    2925";"      37";"       .";"";"";"       7";"";"";""
"140";"1988MM03";"    4599";"    7210";"       .";"     212";"";"";"";"";"";"";"    2825";"";"";"";"";"";"";"       .";"       2";"    4599";"    1703";"     745";"     958";"    2864";"      32";"       .";"";"";"       5";"";"";""
"141";"1988KW01";"   13789";"   22598";"       .";"     699";"";"";"";"";"";"";"    9517";"";"";"";"";"";"";"       .";"       9";"   13789";"    5094";"    2216";"    2878";"    8591";"     104";"       .";"";"";"      20";"";"";""
"142";"1988MM04";"    3131";"    4705";"       .";"     161";"";"";"";"";"";"";"    1729";"";"";"";"";"";"";"       .";"      -6";"    3131";"    1453";"     600";"     853";"    1649";"      29";"       .";"";"";"       6";"";"";""
"143";"1988MM05";"    2446";"    3641";"       .";"     194";"";"";"";"";"";"";"    1384";"";"";"";"";"";"";"       .";"      -5";"    2446";"    1540";"     608";"     932";"     876";"      30";"       .";"";"";"       5";"";"";""
"144";"1988MM06";"    2381";"    3445";"       .";"     236";"";"";"";"";"";"";"    1289";"";"";"";"";"";"";"       .";"     -11";"    2381";"    1571";"     692";"     879";"     777";"      33";"       .";"";"";"       4";"";"";""
"145";"1988KW02";"    7958";"   11791";"       .";"     591";"";"";"";"";"";"";"    4402";"";"";"";"";"";"";"       .";"     -22";"    7958";"    4564";"    1900";"    2664";"    3302";"      92";"       .";"";"";"      15";"";"";""
"146";"1988MM07";"    2105";"    3016";"       .";"     171";"";"";"";"";"";"";"    1081";"";"";"";"";"";"";"       .";"      -1";"    2105";"    1424";"     516";"     908";"     638";"      43";"       .";"";"";"       7";"";"";""
"147";"1988MM08";"    2127";"    2908";"       .";"     166";"";"";"";"";"";"";"     953";"";"";"";"";"";"";"       .";"       6";"    2127";"    1485";"     615";"     870";"     621";"      21";"       .";"";"";"       7";"";"";""
"148";"1988MM09";"    2463";"    4040";"       .";"     198";"";"";"";"";"";"";"    1773";"";"";"";"";"";"";"       .";"      -2";"    2463";"    1511";"     601";"     910";"     921";"      31";"       .";"";"";"       5";"";"";""
"149";"1988KW03";"    6695";"    9964";"       .";"     535";"";"";"";"";"";"";"    3807";"";"";"";"";"";"";"       .";"       3";"    6695";"    4420";"    1732";"    2688";"    2180";"      95";"       .";"";"";"      19";"";"";""
"150";"1988MM10";"    3277";"    5587";"       .";"     248";"";"";"";"";"";"";"    2544";"";"";"";"";"";"";"       .";"     -14";"    3277";"    1775";"     681";"    1094";"    1465";"      37";"       .";"";"";"       5";"";"";""
"151";"1988MM11";"    4231";"    7823";"       .";"     225";"";"";"";"";"";"";"    3818";"";"";"";"";"";"";"       .";"       1";"    4231";"    1822";"     726";"    1096";"    2367";"      42";"       .";"";"";"       3";"";"";""
"152";"1988MM12";"    4304";"    7780";"       .";"     216";"";"";"";"";"";"";"    3692";"";"";"";"";"";"";"       .";"       0";"    4304";"    1728";"     672";"    1056";"    2537";"      39";"       .";"";"";"       4";"";"";""
"153";"1988KW04";"   11812";"   21190";"       .";"     689";"";"";"";"";"";"";"   10054";"";"";"";"";"";"";"       .";"     -13";"   11812";"    5325";"    2079";"    3246";"    6369";"     118";"       .";"";"";"      12";"";"";""
"154";"1988JJ00";"   40252";"   65542";"       .";"    2513";"";"";"";"";"";"";"   27779";"";"";"";"";"";"";"       .";"     -24";"   40252";"   19404";"    7927";"   11477";"   20439";"     409";"       .";"";"";"      68";"";"";""
"155";"1989MM01";"    4789";"    8505";"       .";"     251";"";"";"";"";"";"";"    3973";"";"";"";"";"";"";"       .";"       6";"    4789";"    1757";"     690";"    1067";"    2984";"      48";"       .";"";"";"       5";"";"";""
"156";"1989MM02";"    4366";"    7924";"       .";"     202";"";"";"";"";"";"";"    3761";"";"";"";"";"";"";"       .";"       1";"    4366";"    1684";"     727";"     957";"    2637";"      45";"       .";"";"";"       4";"";"";""
"157";"1989MM03";"    4053";"    7264";"       .";"     164";"";"";"";"";"";"";"    3378";"";"";"";"";"";"";"       .";"       3";"    4053";"    1740";"     712";"    1028";"    2262";"      51";"       .";"";"";"       5";"";"";""
"158";"1989KW01";"   13208";"   23693";"       .";"     617";"";"";"";"";"";"";"   11112";"";"";"";"";"";"";"       .";"      10";"   13208";"    5181";"    2129";"    3052";"    7883";"     144";"       .";"";"";"      14";"";"";""
"159";"1989MM04";"    4034";"    6819";"       .";"     143";"";"";"";"";"";"";"    2922";"";"";"";"";"";"";"       .";"      -6";"    4034";"    1830";"     847";"     983";"    2155";"      49";"       .";"";"";"       5";"";"";""
"160";"1989MM05";"    2631";"    4204";"       .";"     223";"";"";"";"";"";"";"    1790";"";"";"";"";"";"";"       .";"      -6";"    2631";"    1709";"     744";"     965";"     883";"      39";"       .";"";"";"       5";"";"";""
"161";"1989MM06";"    2439";"    3320";"       .";"     257";"";"";"";"";"";"";"    1137";"";"";"";"";"";"";"       .";"      -1";"    2439";"    1658";"     736";"     922";"     749";"      32";"       .";"";"";"       5";"";"";""
"162";"1989KW02";"    9103";"   14342";"       .";"     623";"";"";"";"";"";"";"    5849";"";"";"";"";"";"";"       .";"     -13";"    9103";"    5197";"    2327";"    2870";"    3786";"     120";"       .";"";"";"      16";"";"";""
"163";"1989MM07";"    2009";"    3081";"       .";"     233";"";"";"";"";"";"";"    1306";"";"";"";"";"";"";"       .";"       1";"    2009";"    1376";"     507";"     869";"     601";"      32";"       .";"";"";"      16";"";"";""
"164";"1989MM08";"    2070";"    3159";"       .";"     308";"";"";"";"";"";"";"    1402";"";"";"";"";"";"";"       .";"       5";"    2070";"    1414";"     588";"     826";"     621";"      35";"       .";"";"";"      19";"";"";""
"165";"1989MM09";"    2402";"    3973";"       .";"     197";"";"";"";"";"";"";"    1771";"";"";"";"";"";"";"       .";"       3";"    2402";"    1594";"     755";"     839";"     767";"      41";"       .";"";"";"      20";"";"";""
"166";"1989KW03";"    6481";"   10213";"       .";"     738";"";"";"";"";"";"";"    4479";"";"";"";"";"";"";"       .";"       9";"    6481";"    4384";"    1850";"    2534";"    1989";"     108";"       .";"";"";"      55";"";"";""
"167";"1989MM10";"    3171";"    5685";"       .";"     276";"";"";"";"";"";"";"    2794";"";"";"";"";"";"";"       .";"       4";"    3171";"    1786";"     827";"     959";"    1343";"      42";"       .";"";"";"      24";"";"";""
"168";"1989MM11";"    4336";"    8287";"       .";"     198";"";"";"";"";"";"";"    4159";"";"";"";"";"";"";"       .";"      10";"    4336";"    1784";"     785";"     999";"    2504";"      48";"       .";"";"";"      18";"";"";""
"169";"1989MM12";"    4841";"    9348";"       .";"     144";"";"";"";"";"";"";"    4644";"";"";"";"";"";"";"       .";"      -7";"    4841";"    1835";"     814";"    1021";"    2956";"      50";"       .";"";"";"      19";"";"";""
"170";"1989KW04";"   12348";"   23320";"       .";"     618";"";"";"";"";"";"";"   11597";"";"";"";"";"";"";"       .";"       7";"   12348";"    5405";"    2426";"    2979";"    6803";"     140";"       .";"";"";"      61";"";"";""
"171";"1989JJ00";"   41137";"   71570";"       .";"    2594";"";"";"";"";"";"";"   33036";"";"";"";"";"";"";"       .";"       9";"   41137";"   20167";"    8732";"   11435";"   20456";"     514";"       .";"";"";"     145";"";"";""
"172";"1990MM01";"    5005";"    9563";"       0";"     149";"";"";"";"";"";"";"    4720";"";"";"";"";"";"";"       .";"      13";"    5005";"    1829";"     743";"    1086";"    3128";"      48";"       .";"";"";"      13";"";"";""
"173";"1990MM02";"    4077";"    6995";"       0";"     226";"";"";"";"";"";"";"    3147";"";"";"";"";"";"";"       .";"       3";"    4077";"    1597";"     612";"     985";"    2438";"      42";"       .";"";"";"      10";"";"";""
"174";"1990MM03";"    3980";"    6660";"       0";"     295";"";"";"";"";"";"";"    2978";"";"";"";"";"";"";"       .";"       3";"    3980";"    1710";"     687";"    1023";"    2223";"      47";"       .";"";"";"      11";"";"";""
"175";"1990KW01";"   13062";"   23218";"       0";"     670";"";"";"";"";"";"";"   10845";"";"";"";"";"";"";"       .";"      19";"   13062";"    5136";"    2042";"    3094";"    7789";"     137";"       .";"";"";"      34";"";"";""
"176";"1990MM04";"    3305";"    5369";"       0";"     231";"";"";"";"";"";"";"    2294";"";"";"";"";"";"";"       .";"      -1";"    3305";"    1480";"     553";"     927";"    1782";"      43";"       .";"";"";"       8";"";"";""
"177";"1990MM05";"    2265";"    3575";"       0";"     217";"";"";"";"";"";"";"    1530";"";"";"";"";"";"";"       .";"       3";"    2265";"    1334";"     466";"     868";"     894";"      37";"       .";"";"";"       8";"";"";""
"178";"1990MM06";"    2304";"    3495";"       0";"     188";"";"";"";"";"";"";"    1367";"";"";"";"";"";"";"       .";"     -12";"    2304";"    1481";"     557";"     924";"     789";"      34";"       .";"";"";"       5";"";"";""
"179";"1990KW02";"    7874";"   12439";"       0";"     636";"";"";"";"";"";"";"    5191";"";"";"";"";"";"";"       .";"     -10";"    7874";"    4295";"    1576";"    2719";"    3465";"     114";"       .";"";"";"      21";"";"";""
"180";"1990MM07";"    2004";"    3218";"       0";"     196";"";"";"";"";"";"";"    1413";"";"";"";"";"";"";"       .";"       3";"    2004";"    1306";"     423";"     883";"     668";"      30";"       .";"";"";"       6";"";"";""
"181";"1990MM08";"    2065";"    3200";"       0";"     221";"";"";"";"";"";"";"    1361";"";"";"";"";"";"";"       .";"       5";"    2065";"    1454";"     545";"     909";"     580";"      31";"       .";"";"";"       6";"";"";""
"182";"1990MM09";"    2679";"    5007";"       0";"     251";"";"";"";"";"";"";"    2570";"";"";"";"";"";"";"       .";"      -9";"    2679";"    1571";"     592";"     979";"    1095";"      13";"       .";"";"";"      11";"";"";""
"183";"1990KW03";"    6748";"   11425";"       0";"     668";"";"";"";"";"";"";"    5344";"";"";"";"";"";"";"       .";"      -1";"    6748";"    4331";"    1560";"    2771";"    2343";"      74";"       .";"";"";"      23";"";"";""
"184";"1990MM10";"    3316";"    6144";"       0";"     313";"";"";"";"";"";"";"    3137";"";"";"";"";"";"";"       .";"      -4";"    3316";"    1772";"     720";"    1052";"    1501";"      43";"       .";"";"";"      10";"";"";""
"185";"1990MM11";"    4446";"    8705";"       0";"     240";"";"";"";"";"";"";"    4505";"";"";"";"";"";"";"       .";"       6";"    4446";"    1892";"     762";"    1130";"    2509";"      45";"       .";"";"";"      10";"";"";""
"186";"1990MM12";"    5212";"   10200";"       0";"     161";"";"";"";"";"";"";"    5145";"";"";"";"";"";"";"       .";"      -4";"    5212";"    1888";"     705";"    1183";"    3277";"      47";"       .";"";"";"       8";"";"";""
"187";"1990KW04";"   12974";"   25049";"       0";"     714";"";"";"";"";"";"";"   12787";"";"";"";"";"";"";"       .";"      -2";"   12974";"    5552";"    2187";"    3365";"    7287";"     135";"       .";"";"";"      28";"";"";""
"188";"1990JJ00";"   40658";"   72131";"       0";"    2688";"";"";"";"";"";"";"   34167";"";"";"";"";"";"";"       .";"       6";"   40658";"   19314";"    7365";"   11949";"   20884";"     460";"       .";"";"";"     106";"";"";""
"189";"1991MM01";"    5505";"   10332";"       1";"     139";"";"";"";"";"";"";"    4977";"";"";"";"";"";"";"       .";"      10";"    5505";"    1840";"     715";"    1125";"    3610";"      55";"       .";"";"";"      10";"";"";""
"190";"1991MM02";"    5736";"   10507";"       1";"     100";"";"";"";"";"";"";"    4888";"";"";"";"";"";"";"       .";"      16";"    5736";"    1695";"     668";"    1027";"    3993";"      48";"       .";"";"";"       7";"";"";""
"191";"1991MM03";"    3900";"    6733";"       1";"     269";"";"";"";"";"";"";"    3099";"";"";"";"";"";"";"       .";"      -4";"    3900";"    1753";"     695";"    1058";"    2101";"      46";"       .";"";"";"      10";"";"";""
